video_id,views,likeCount,CommentCount,channel_subscribers,channel_tracker,channel_name,channel_country,channel_description,duration,title,publishedAt
TvvGptmjmuM,235181,7187,787,2640000,UCAcAnMF0OrCtUep3Y4M-ZPw,HugoDécrypte - Actus du jour,FR,"Chaque jour du lundi au vendredi, sur cette chaîne, un résumé de l'actualité du jour. Bienvenue. 👋",0.2075,La réalité sur les menaces qui ciblent la France,2023-12-04T21:00:12Z
